,0,1,2,3,4
719,2021-12-05 13:50:13+00:00,watersk2013,0,254,RT @TheBloggess: I just read that depression and anxiety give you memory loss and I honestly can’t remember if I already knew that.
720,2021-12-05 13:50:10+00:00,FoolXnTheHill,1,0,it’s taken two months but i’ve finally cleaned my depression pit x
721,2021-12-05 13:50:05+00:00,8drianAutm,0,52,RT @SeeNadsGo: @_thehouseplant_ @kasnel199 @xxcatishxx Sometimes this struggle lasts years. Upon years. Add chronic physical illness to the…
722,2021-12-05 13:50:03+00:00,___amazingamy,0,346,RT @palesa_moloto: Depression is hard to deal okes. No ways 💔
723,2021-12-05 13:50:03+00:00,aewoex3,0,674,RT @GiggukAZ: Depression been real quiet since YouTube removed dislikes.
724,2021-12-05 13:49:59+00:00,thatsTamil,10,0,"காற்றழுத்த தாழ்வு மண்டலமாக மாறிய ஜாவத் புயல் - ஒடிசா, மேற்கு வங்காளத்தில் காற்றுடன் கனமழை  #cyclonejawad #heavyrain… https://t.co/zTc4YfzLMH"
725,2021-12-05 13:49:59+00:00,ecah_choo,0,7574,RT @muftimenk: Don’t worry about what others have. Focus on what you have. That’s gratitude. It will pave the way for a calm heart. It unfo…
726,2021-12-05 13:49:57+00:00,sitarasusH,0,23,"RT @RakheeDubey4: Who cooked up depression theory and why bullyweed tried to sell this after his death.
@ips_nupurprasad @PMOIndia @HMOIndi…"
727,2021-12-05 13:49:55+00:00,zymasri,0,0,post white-water rafting depression is REAL
728,2021-12-05 13:49:50+00:00,Julie96335864,0,0,"@Lewis_590 @EloShaka Renseigne toi sur la dépression et les addictions 
Et il n'y a pas que la dépression comme pat… https://t.co/qmz2AOrHr5"
729,2021-12-05 13:49:43+00:00,samanthalynnn18,0,0,"sometimes i use the excuse that i’m sick to get out of doing things. i’m not actually sick, well, i am. but it’s mo… https://t.co/0ZFsVvmmjl"
730,2021-12-05 13:49:39+00:00,vanitasahi,0,2499,"RT @FrostStarlight2: Denial
Anger
Bargaining
Depression
Memes
#Albedo 
#GenshinImpact https://t.co/SqLgTL12aY"
731,2021-12-05 13:49:39+00:00,muhibs_,0,7574,RT @muftimenk: Don’t worry about what others have. Focus on what you have. That’s gratitude. It will pave the way for a calm heart. It unfo…
732,2021-12-05 13:49:36+00:00,arfa_urfan99,0,2,RT @maryammskk: Winters suck man. The depression just multiplies and there’s no hope left
733,2021-12-05 13:49:27+00:00,priest_rebel,0,0,@VicOvDepression Sometimes depression needs medication too
734,2021-12-05 13:49:25+00:00,trixieshik,0,3,"RT @zmksoo: oh oh, sorry depression, you can't get me when EU TENHO KAI E SUNGCHAN JUNTINHOS DANÇANDO E SORRINDO https://t.co/x7JRQHttRQ"
735,2021-12-05 13:49:21+00:00,illumiily,0,0,@oikawafucks ME TOO its extra comforting during winter i think bc a lot of it takes place in the cold and we're her… https://t.co/OS8LQRCAGC
736,2021-12-05 13:49:17+00:00,eloisebourre,1,0,les défaites nous rendent plus forts ( ou font sombrer dans la dépression )
737,2021-12-05 13:49:15+00:00,sans_depression,0,0,@imrayser yooo )))))
738,2021-12-05 13:49:07+00:00,JYEVVVV,0,533,RT @_tyedied: Depression complexion https://t.co/dBYPly6FCG
739,2021-12-05 13:49:03+00:00,sans_depression,0,1,RT @imrayser: hi
740,2021-12-05 13:49:03+00:00,Cario42127407,0,674,RT @GiggukAZ: Depression been real quiet since YouTube removed dislikes.
741,2021-12-05 13:49:02+00:00,olive_crown_,0,0,"мейкер: https://t.co/LQTWlLdlvf
тест: https://t.co/wLjmcVZfEP"
742,2021-12-05 13:49:00+00:00,zaberu_v_gusu,1,0,@depression_may ОРУ.
743,2021-12-05 13:48:53+00:00,depression_may,9,0,"Се Ван: я не стул, но ты тоже можешь на меня сесть.

Байи: чТО
Байи: https://t.co/PR8OEF5e6M"
744,2021-12-05 13:48:49+00:00,NZTSER,0,7574,RT @muftimenk: Don’t worry about what others have. Focus on what you have. That’s gratitude. It will pave the way for a calm heart. It unfo…
745,2021-12-05 13:48:45+00:00,MyAnandaBazar,1,0,"অবসাদ নিয়ে অকপট লোপামুদ্রা
@lopamudra_mitra

https://t.co/5E5VVdGi0g"
746,2021-12-05 13:48:43+00:00,jrex51,0,0,@itzzainab4 Depression + self destructive diet + meds
747,2021-12-05 13:48:40+00:00,IdleSuccubus,0,0,"Almost everyone with depression has been there. ""Are they just humoring me? They don't reach out."" But I kept silen… https://t.co/4hRba4pgmc"
748,2021-12-05 13:48:37+00:00,IdleSuccubus,0,0,"It should be obvious now that this is just a vicious cycle of isolation, depression and anxiety. This becoming my s… https://t.co/vwarRczMtw"
749,2021-12-05 13:48:37+00:00,depression_may,1,0,@Nie_Huaisang05 восхитительная 😔🖤💙
750,2021-12-05 13:48:36+00:00,ErinIzreen,0,7574,RT @muftimenk: Don’t worry about what others have. Focus on what you have. That’s gratitude. It will pave the way for a calm heart. It unfo…
751,2021-12-05 13:48:34+00:00,OliveSnook89,0,5092,RT @btsroyaIty: I’m getting post-concert depression and i wasn’t even at the damn concert
752,2021-12-05 13:48:30+00:00,SomeDude_13,0,8,"RT @Nishant_Bliss: It’s okay to have breakdowns, anxiety and depression.

What not okay is to give up.

“Live longer, you’d see.” https://t…"
753,2021-12-05 13:48:30+00:00,Makano30,0,7574,RT @muftimenk: Don’t worry about what others have. Focus on what you have. That’s gratitude. It will pave the way for a calm heart. It unfo…
754,2021-12-05 13:48:29+00:00,macnificent123,0,1,"RT @LaylaHawke2: @HellBentVet Depression is serious &amp; I'm glad you're talking to your doctor. There are no easy answers, but I hope things…"
755,2021-12-05 13:48:26+00:00,depression_may,0,0,@sleshlover спасибо!
756,2021-12-05 13:48:25+00:00,TIGI501,0,0,"Pauvre petit bonhomme...
https://t.co/hYO3y8OqNT"
757,2021-12-05 13:48:22+00:00,personalfitnes3,0,0,"Slideshow: Sneaky Depression Triggers as You Age
https://t.co/4csx2zpxVM
LIKE ▪️ SHARE ▪️ FOLLOW"
758,2021-12-05 13:48:21+00:00,Murder_998,0,2499,"RT @FrostStarlight2: Denial
Anger
Bargaining
Depression
Memes
#Albedo 
#GenshinImpact https://t.co/SqLgTL12aY"
759,2021-12-05 13:48:19+00:00,kjonuska,0,254,RT @TheBloggess: I just read that depression and anxiety give you memory loss and I honestly can’t remember if I already knew that.
760,2021-12-05 13:48:19+00:00,depression_may,1,0,@zaberu_v_gusu АХАХАХАХАХ https://t.co/B74bIgk8JB
761,2021-12-05 13:48:17+00:00,samikhandurrani,0,7574,RT @muftimenk: Don’t worry about what others have. Focus on what you have. That’s gratitude. It will pave the way for a calm heart. It unfo…
762,2021-12-05 13:48:15+00:00,Madworld2020,0,0,@Gailhbc Every day the PDSB adds to my depression.  The latest memo of making teachers go into school to post async… https://t.co/evKLJ7FsaT
763,2021-12-05 13:48:14+00:00,awaitinggaia,0,1,"RT @silvergirl810: Fear, anxiety, depression, hopelessness… the mental health toll of COVID needs to be discussed as much or more than vari…"
764,2021-12-05 13:48:12+00:00,yeojelyifish,0,2499,"RT @FrostStarlight2: Denial
Anger
Bargaining
Depression
Memes
#Albedo 
#GenshinImpact https://t.co/SqLgTL12aY"
765,2021-12-05 13:48:08+00:00,brzfrmrz,1,0,@RoninZane nvm that sounds like depression
766,2021-12-05 13:48:07+00:00,Helena57321995,0,89,RT @mysteriousalan: this seasonal depression is really beginning to annoy me
767,2021-12-05 13:48:06+00:00,matebkeeeeeh_,0,9,RT @TheHijabiApollo: A short thread of depression writing https://t.co/i3XLlwqVRY
768,2021-12-05 13:48:06+00:00,brennatiny,0,458,RT @wooscap: We really went from Eternal Sunshine to eternal depression.
769,2021-12-05 13:48:04+00:00,mollymarie03,1,0,"I let them get a little raggedy before I got them inside (thanks, depression) but outdoor plant bbs have been set u… https://t.co/mnNRSxJQ4k"
770,2021-12-05 13:48:04+00:00,Nachtstern1234,0,0,"Trauma &amp; depression DONT just go away

And when Anna loses everyone &amp; is all alone in the dark cave

All is lost &amp;… https://t.co/wtt6SuNmrp"
771,2021-12-05 13:48:01+00:00,mylord_dee,2,0,Tired of this crippling depression
772,2021-12-05 13:48:00+00:00,honolomohappy,0,7574,RT @muftimenk: Don’t worry about what others have. Focus on what you have. That’s gratitude. It will pave the way for a calm heart. It unfo…
773,2021-12-05 13:47:57+00:00,Nachtstern1234,0,0,"Both Anna &amp; Elsa have alot of trauma

Oh and their parents also die !

Anna is naive, has depression &amp; abandonment… https://t.co/NF1hQmsHy8"
774,2021-12-05 13:47:57+00:00,YourVroLexi,0,0,"@adviceburner genuine, joyful smiles and laughs. my gf has depression and anxiety (same with me) so seeing her genu… https://t.co/kTqMEFxkgc"
775,2021-12-05 13:47:56+00:00,The_Juppy,0,2499,"RT @FrostStarlight2: Denial
Anger
Bargaining
Depression
Memes
#Albedo 
#GenshinImpact https://t.co/SqLgTL12aY"
776,2021-12-05 13:47:55+00:00,LachiePls,0,6,RT @DeathBattleBot: DEATH BATTLE in a Hospital! Depression VS Stan Marsh https://t.co/7LIH91Ivs5
777,2021-12-05 13:47:52+00:00,sharafa_basit,1,0,"There's a difference between ""Weariness"" and ""Depression""."
778,2021-12-05 13:47:38+00:00,ZukoffWV,0,4,"RT @AECFNews: “One thing we have found is that the rates of mental health problems among kids, particularly depression and anxiety, have do…"
779,2021-12-05 13:47:36+00:00,wildflowervibin,0,0,"@anthesisx Sorry I’m not more help! If it’s a depression thing, ask him if there is anything you can do to help wit… https://t.co/PygYgrkPA9"
780,2021-12-05 13:47:36+00:00,yvngpooh,0,0,@no_goblins anyone know any cheat codes on how to remove the depression debuff tho
781,2021-12-05 13:47:28+00:00,MayaFieldsss,1,0,Omg I had to take full responsibility of my niece 30days after Shaela had her bc she had to start back work &amp; that… https://t.co/ORnZXfJKGX
782,2021-12-05 13:47:28+00:00,Saki_Limit,0,2499,"RT @FrostStarlight2: Denial
Anger
Bargaining
Depression
Memes
#Albedo 
#GenshinImpact https://t.co/SqLgTL12aY"
783,2021-12-05 13:47:27+00:00,maggie_pool_17,2,0,GOING ON A T R A I N MY DEPRESSION IS CURED PLEASE TEXT :)
784,2021-12-05 13:47:24+00:00,justdenn0,0,0,"@_kagichu Jinx from arcane was pretty cool, bat shit crazy but pretty cool all the same. Elliot from Mr robot is al… https://t.co/Q2H3uYfvCv"
785,2021-12-05 13:47:24+00:00,AkiraNishikii,0,674,RT @GiggukAZ: Depression been real quiet since YouTube removed dislikes.
786,2021-12-05 13:47:24+00:00,citypoprevival,0,2499,"RT @FrostStarlight2: Denial
Anger
Bargaining
Depression
Memes
#Albedo 
#GenshinImpact https://t.co/SqLgTL12aY"
787,2021-12-05 13:47:23+00:00,SaintOverdose,0,561,RT @SoGrizzy: Ayo this seasonal depression got hands
788,2021-12-05 13:47:23+00:00,starblank1512,0,2499,"RT @FrostStarlight2: Denial
Anger
Bargaining
Depression
Memes
#Albedo 
#GenshinImpact https://t.co/SqLgTL12aY"
789,2021-12-05 13:47:22+00:00,_ShadowPrince_,0,2499,"RT @FrostStarlight2: Denial
Anger
Bargaining
Depression
Memes
#Albedo 
#GenshinImpact https://t.co/SqLgTL12aY"
790,2021-12-05 13:47:21+00:00,AnakLolina2,0,57,"RT @NayDonuts: DEPRESSION IS REAL.
.
.
And NO ONE ever lacks a good reason for suicide. 
Suicide is heartbreakingly terrible, no one wants…"
791,2021-12-05 13:47:19+00:00,_staywind,0,2499,"RT @FrostStarlight2: Denial
Anger
Bargaining
Depression
Memes
#Albedo 
#GenshinImpact https://t.co/SqLgTL12aY"
792,2021-12-05 13:47:19+00:00,PixelSenseii,0,674,RT @GiggukAZ: Depression been real quiet since YouTube removed dislikes.
793,2021-12-05 13:47:17+00:00,_TaraHolley,0,0,@_AllShallBeWell @itslennnie Totally get this. 💙 And how well one deals with the anxiety is at least partially affe… https://t.co/dNqkh4vrcg
794,2021-12-05 13:47:10+00:00,Adam_music1986,0,0,"@metoffice @OfficialWXUK @MetEireann They used to call this a windy day, now have to name a depression every time t… https://t.co/DF7HRDsjOT"
795,2021-12-05 13:47:07+00:00,Juicikay,0,254,RT @TheBloggess: I just read that depression and anxiety give you memory loss and I honestly can’t remember if I already knew that.
796,2021-12-05 13:47:05+00:00,realvelly9,0,7574,RT @muftimenk: Don’t worry about what others have. Focus on what you have. That’s gratitude. It will pave the way for a calm heart. It unfo…
797,2021-12-05 13:47:03+00:00,httpmzki,1,0,saved my life 👍 cured my depression 👍 learned how to spell 👍 https://t.co/52zsFLCVMM
798,2021-12-05 13:47:02+00:00,AltRevu,0,2499,"RT @FrostStarlight2: Denial
Anger
Bargaining
Depression
Memes
#Albedo 
#GenshinImpact https://t.co/SqLgTL12aY"
799,2021-12-05 13:47:01+00:00,Falguni_Ahir,0,162,"RT @ManMundra: First step of getting out of depression is acceptance. 

Second is to ask for Help! 

Third step is to go and see a psychiat…"
800,2021-12-05 13:46:59+00:00,erumoshito,0,0,Okay should I rewatch this anime? because I want to increase my depression https://t.co/ckcZ77tSy2
801,2021-12-05 13:46:58+00:00,Rafaqat89705282,1,0,Don’t worry about what others have. Focus on what you have. That’s gratitude. It will pave the way for a calm heart… https://t.co/b6YHOcSL8P
802,2021-12-05 13:46:57+00:00,ntsikimazwai,0,1,"RT @sassie_Vee: My heart broke when I saw why Masechaba was trending. People are vile out here, that's why rape victims remain silent and d…"
803,2021-12-05 13:46:53+00:00,l1bratrash,0,0,"depression rest
https://t.co/i0Y6J8AzRq"
804,2021-12-05 13:46:52+00:00,VikashN61810354,0,5,"RT @Rabina59172141: #SecretMantraRevealed
Low energy and decreased motivation worsen depression. Gurudev Ramlalji Siyag Siddhayog regular p…"
805,2021-12-05 13:46:47+00:00,Anwesha44554544,0,458,RT @wooscap: We really went from Eternal Sunshine to eternal depression.
806,2021-12-05 13:46:43+00:00,ex_depression,2,0,"充電しながらやってたら充電できてなくて電源落ちて萎えたのでやめます
ダストで毒引いた最悪のタイミングで切れたので相手の方すみませんでした
#むらさめcup"
807,2021-12-05 13:46:42+00:00,Ivon_melody,0,1741,RT @datchuguy: Life after NYSC always comes with a touch of depression
808,2021-12-05 13:46:40+00:00,Follow_14_,0,0,@edgarwright For the past 2 days thinking about this film's story. A little bit in depression in a good way. Story hit me hard. 👍
809,2021-12-05 13:46:38+00:00,TlhaloR,0,1,RT @DulleyTopBooks: @TlhaloR @DanSC1952 @GaryPankow @Pgh_Buz @JerryJohnMensa8 @thompsonb2569 @HLERadio @WithConnie @Carole77777 @JoshuaPich…
810,2021-12-05 13:46:35+00:00,beltachjara,0,130,"RT @LMPositif: 🧠 La stimulation cérébrale pourrait permettre de soigner la dépression de certains patients ! A l'université de Californie,…"
811,2021-12-05 13:46:31+00:00,Labelzzx,0,3,"RT @FuFuRogue: The way fortnite flipped the map, we are going to flip ur sadness into happiness!!

FuFu is the best cure to depression!! Do…"
812,2021-12-05 13:46:31+00:00,solkeem,0,0,YAASSSS U TELL THAT DEPRESSION BITCH🔥🔥🔥 https://t.co/ljxDELN2sy
813,2021-12-05 13:46:30+00:00,VikashN61810354,0,9,"RT @Rabina59172141: The Sanjeevani Mantra also pacifies all kinds of mental afflictions like stress, depression, anxiety, sleeplessness, et…"
814,2021-12-05 13:46:27+00:00,1tunu,0,5498,RT @albert127901: the cure to depression is boobs
815,2021-12-05 13:46:26+00:00,PTesio,0,0,Depression hits me. It's killing me inside slowly. 😥😥😭😭😭😭
816,2021-12-05 13:46:20+00:00,ExeInconsistent,0,86,"RT @dozingallium: c!Phil is like that school counciler who goes

""hey champ 😁 we don't use big words like 'depression' here you're just sad…"
817,2021-12-05 13:46:20+00:00,___Fidaaaaa,0,8,"RT @Nishant_Bliss: It’s okay to have breakdowns, anxiety and depression.

What not okay is to give up.

“Live longer, you’d see.” https://t…"
818,2021-12-05 13:46:18+00:00,Ender_Enby_,0,86,"RT @dozingallium: c!Phil is like that school counciler who goes

""hey champ 😁 we don't use big words like 'depression' here you're just sad…"
819,2021-12-05 13:46:11+00:00,BalwadaDeepesh,0,2,RT @pachtaogaybro: seasonal depression? you mean fall-ing apart?
820,2021-12-05 13:46:11+00:00,xShaail,0,3,"RT @FuFuRogue: The way fortnite flipped the map, we are going to flip ur sadness into happiness!!

FuFu is the best cure to depression!! Do…"
821,2021-12-05 13:46:08+00:00,BjPenn92,0,20,RT @ddianafoxx: being depressed since you were a child is a numb feeling. i can’t even say i missed the person i was before depression beca…
822,2021-12-05 13:46:07+00:00,MboneniTshuma,0,3,"RT @friendshipbench: Non-stop Sunday in Senga ☀️

Meeting people in the community is important, because not everyone recognises depression…"
823,2021-12-05 13:46:04+00:00,M1PLLC,0,0,"Masturbating, as well as dancing or even singing are all proven ways to reduce stress and depression faced by humans!"
824,2021-12-05 13:46:04+00:00,Imokj2,0,7575,RT @muftimenk: Don’t worry about what others have. Focus on what you have. That’s gratitude. It will pave the way for a calm heart. It unfo…
825,2021-12-05 13:45:57+00:00,sxerrra,0,269,RT @voguingbey: a beyoncé concert rn would cure my depression
826,2021-12-05 13:45:56+00:00,nouna__0,0,11,RT @DrIbrahimhamdi: الاكتئاب الصامت smiling depression https://t.co/dUr9YKDsUU
827,2021-12-05 13:45:54+00:00,VikashN61810354,0,3,RT @Rabina59172141: Fatigue is not only one of the most common physical effect of depression but tends to be one of the most challenging to…
828,2021-12-05 13:45:53+00:00,pptcomics,0,0,"@Gartenkonzert @nulleberg ""Long Covid"" hat komischerweise die gleichen Symptome wie eine Depression, die man aufgru… https://t.co/p7rObkXXJ5"
829,2021-12-05 13:45:53+00:00,ynggmals,0,7575,RT @muftimenk: Don’t worry about what others have. Focus on what you have. That’s gratitude. It will pave the way for a calm heart. It unfo…
830,2021-12-05 13:45:52+00:00,Ancestor_Cult,0,40,"RT @Shade510: Have you tried Starbucks Holiday Blend yet?

It has an elegant flavor; layers of maple, a touch of gingerbread, a pinch of fa…"
831,2021-12-05 13:45:51+00:00,briannalea90,0,4,RT @dlhampton: #Thought reframing is scientifically proven to change your #brain and can be used by anyone to improve your #mentalhealth an…
832,2021-12-05 13:45:49+00:00,y4baidesune,0,2499,"RT @FrostStarlight2: Denial
Anger
Bargaining
Depression
Memes
#Albedo 
#GenshinImpact https://t.co/SqLgTL12aY"
833,2021-12-05 13:45:47+00:00,LloydLascelles,1,0,@SkyAzureEclipse depression
834,2021-12-05 13:45:47+00:00,monikajeph,7,0,If i had to choose a day to give the name ‘depression’ i would choose today.
835,2021-12-05 13:45:41+00:00,Oyindam99910959,0,7575,RT @muftimenk: Don’t worry about what others have. Focus on what you have. That’s gratitude. It will pave the way for a calm heart. It unfo…
836,2021-12-05 13:45:39+00:00,cassiopeia_5311,0,5,RT @SnehalKhajure1: Why did tai chudail lie abt Sushant being acrophobic? Why did she lie that Sushant was dealing with depression before t…
837,2021-12-05 13:45:37+00:00,NicoleMarie143,2,0,"I will say again, this is the first year that I can remember that I do not have seasonal depression 🤩"
838,2021-12-05 13:45:36+00:00,drenchedinsin,0,68,RT @itsMalikEl: Y’all post this once every 2 months. Take your damn depression nap on your own 💀
839,2021-12-05 13:45:35+00:00,manseng13,0,274,"RT @hwasauced: 211204 Hwasa MMT fansign

: I’ve been having a hard time because of my depression 
🦁: Because of what?
: Depression
🦁: Depre…"
840,2021-12-05 13:45:35+00:00,mvhggffffggkhh,0,11,RT @DrIbrahimhamdi: الاكتئاب الصامت smiling depression https://t.co/dUr9YKDsUU
841,2021-12-05 13:45:34+00:00,MachproE,0,0,"Ceux qui ne m'aiment pas disent me ""tester"". En réalité il s'agit de maltraitance psychique à mon égard.
Mon statut… https://t.co/VMhpcDji8N"
842,2021-12-05 13:45:33+00:00,bugibuns,1,0,and my profs doing so much things on top of teaching too but still designate a day when students go to museums toge… https://t.co/yrExtGfleb
843,2021-12-05 13:45:31+00:00,viveksays2,0,8,"RT @Nishant_Bliss: It’s okay to have breakdowns, anxiety and depression.

What not okay is to give up.

“Live longer, you’d see.” https://t…"
844,2021-12-05 13:45:28+00:00,9jaVoltron,0,1741,RT @datchuguy: Life after NYSC always comes with a touch of depression
845,2021-12-05 13:45:26+00:00,petrisrchor,0,2499,"RT @FrostStarlight2: Denial
Anger
Bargaining
Depression
Memes
#Albedo 
#GenshinImpact https://t.co/SqLgTL12aY"
846,2021-12-05 13:45:26+00:00,wanda_ardie,0,7575,RT @muftimenk: Don’t worry about what others have. Focus on what you have. That’s gratitude. It will pave the way for a calm heart. It unfo…
847,2021-12-05 13:45:25+00:00,DokterTeunis,0,0,@TomlinsonCJ How did you handle the depression that follows the lack of food-induced dopamine production? Or no problem?
848,2021-12-05 13:45:22+00:00,Sushantlove14,0,20,"RT @Ritika23227175: Thread 1
(1/15) How all of a sudden depression theory without any investigation?

CBI Knows SSR Murder Truth
CBI Penali…"
849,2021-12-05 13:45:22+00:00,Momsrac,0,8,"RT @Nishant_Bliss: It’s okay to have breakdowns, anxiety and depression.

What not okay is to give up.

“Live longer, you’d see.” https://t…"
850,2021-12-05 13:45:21+00:00,Waruubabe,0,7575,RT @muftimenk: Don’t worry about what others have. Focus on what you have. That’s gratitude. It will pave the way for a calm heart. It unfo…
851,2021-12-05 13:45:20+00:00,Nie_Huaisang05,1,0,@depression_may Какая она красивая
852,2021-12-05 13:45:19+00:00,Depression_Anmn,0,0,死なせてよ！！なんでそんな目であたしを見るの！？もうあたし疲れちゃったの！！何も考えたくないのよ！！
853,2021-12-05 13:45:17+00:00,anniegish,0,11,"RT @maybe_robots: @ADHDelaide Oof. 

One of the most under diagnosed conditions in women. 

Root cause of anxiety, depression etc."
854,2021-12-05 13:45:16+00:00,BevKnoxFabulous,0,0,"Depression vs Bipolar Disorder, Suicide, Treatment &amp; Prevention: Dr. Bev Knox Learning Video Lesson. https://t.co/QLrWzJMgJ9"
855,2021-12-05 13:45:14+00:00,ko0kliett,0,14,"RT @ko0kliett: 🥛 : 

TW// depression word https://t.co/X7mmlihQSF"
856,2021-12-05 13:45:11+00:00,Ulli39989686,2,0,"https://t.co/PPbiDFK0AW
#mecfs #millionsmissing #meawarenesshour #pwme #ptsd #Trauma #depression #chronicillness… https://t.co/6lgQDI8iYp"
857,2021-12-05 13:45:08+00:00,pralad_raila,0,0,"तिमिलाई म सँग प्रेम हैन Attraction थियो त भनिदिएको भए हुन्थ्यो नि माया 
तिम्रो त्यो attraction को चक्करमा म depression मा पुगे💔😞"
858,2021-12-05 13:45:06+00:00,TraurigerTyp,18,0,"Struktur ist wichtig für mich, damit ich der Depression wenig Spielraum geben kann. Doch genau diese Struktur aufre… https://t.co/nei2VzEkm9"
859,2021-12-05 13:45:06+00:00,redtaperesidue,0,1,"RT @redtaperesidue: My trust is completely gone.

..and they know it.

They tore me apart for a looooong time.. even while I was screaming…"
860,2021-12-05 13:45:02+00:00,appuana,0,14,"RT @Hans4Kaur: Two rules for a peaceful life: Depression in failure should never go to heart, and ego in success should never go to the bra…"
861,2021-12-05 13:45:01+00:00,GOJOSAMU_,0,2499,"RT @FrostStarlight2: Denial
Anger
Bargaining
Depression
Memes
#Albedo 
#GenshinImpact https://t.co/SqLgTL12aY"
862,2021-12-05 13:45:00+00:00,xPathanHH,0,3,"RT @FuFuRogue: The way fortnite flipped the map, we are going to flip ur sadness into happiness!!

FuFu is the best cure to depression!! Do…"
863,2021-12-05 13:44:59+00:00,t_a_u_y_a,0,7575,RT @muftimenk: Don’t worry about what others have. Focus on what you have. That’s gratitude. It will pave the way for a calm heart. It unfo…
864,2021-12-05 13:44:56+00:00,lightskinniya,0,269,RT @voguingbey: a beyoncé concert rn would cure my depression
865,2021-12-05 13:44:55+00:00,karnsan030,0,2499,"RT @FrostStarlight2: Denial
Anger
Bargaining
Depression
Memes
#Albedo 
#GenshinImpact https://t.co/SqLgTL12aY"
866,2021-12-05 13:44:55+00:00,ManOrCatman,1,0,Depression convinced me to disengage a full 1/3 if my life away. Long story short my advice now is do your best not… https://t.co/26c5Nwlasx
867,2021-12-05 13:44:55+00:00,TweetsoKhaja,0,122,"RT @MuslimsMatterss: Allah is greater than your trials, storms, depression, doubts, worries, fears, addictions. He is greater than it all."
868,2021-12-05 13:44:50+00:00,_dapyo,0,2499,"RT @FrostStarlight2: Denial
Anger
Bargaining
Depression
Memes
#Albedo 
#GenshinImpact https://t.co/SqLgTL12aY"
869,2021-12-05 13:44:48+00:00,AmeeraTulQuraan,0,12,"RT @attazkirah: Rasulullaah ﷺ said that the words “Laa Howla wa Laa Quwwata Illa Billaah” is a cure for 99 illnesses, the least of them bei…"
870,2021-12-05 13:44:46+00:00,FuFuRogue,5,3,"The way fortnite flipped the map, we are going to flip ur sadness into happiness!!

FuFu is the best cure to depres… https://t.co/K9NMChi52A"
871,2021-12-05 13:44:45+00:00,julcasagrande,0,40,"RT @Shade510: Have you tried Starbucks Holiday Blend yet?

It has an elegant flavor; layers of maple, a touch of gingerbread, a pinch of fa…"
872,2021-12-05 13:44:41+00:00,wallybert,1,0,@bee__witched and the generations that survived the Great Depression aren't around anymore to coach us thru this on… https://t.co/S2la1nNT05
873,2021-12-05 13:44:41+00:00,Kanoel_fabrics,0,0,"@bewilldered @_munachimso Please help us sign this petition.

So this government officials dont send us immigrants… https://t.co/rztZJDFUiP"
874,2021-12-05 13:44:41+00:00,ozzyunc,0,1175,"RT @YourSomeone11: Be kind, because depression isn’t always crying eyes, and tired smiles. It can also be a cracked heart hidden behind a j…"
875,2021-12-05 13:44:38+00:00,matty_up,1,0,"@erinpaigerod as long as you don’t get any The Depression lasagne, coz I think that shit is long past its use by date"
876,2021-12-05 13:44:34+00:00,VanessaSchlei,0,0,"@kayla_sage0 Oh
I work every day but I also have depression and anxiety and I can understand that school is better… https://t.co/oZfmhNVk3F"
877,2021-12-05 13:44:33+00:00,luminewho,0,2499,"RT @FrostStarlight2: Denial
Anger
Bargaining
Depression
Memes
#Albedo 
#GenshinImpact https://t.co/SqLgTL12aY"
878,2021-12-05 13:44:32+00:00,erinpaigerod,0,31,RT @erinpaigerod: is depression lasagna a thing and can somebody please bring me one?
879,2021-12-05 13:44:31+00:00,sunshinerry_,0,0,✨ depression ✨ https://t.co/8IH6LlrXXL
880,2021-12-05 13:44:30+00:00,TheBosnianDream,0,0,"@_Tom_Henderson_ Idk I'm over the initial depression of bf 2042 and if they add back the ""legacy"" scoreboard and su… https://t.co/fcUXh8Ia7N"
881,2021-12-05 13:44:29+00:00,SusiKim11,0,14,"RT @ko0kliett: 🥛 : 

TW// depression word https://t.co/X7mmlihQSF"
882,2021-12-05 13:44:26+00:00,nsndc,0,2,"RT @AspenAscend: ""The findings of our #GuaranteedIncome pilot were significant: people receiving the benefit experienced significantly less…"
883,2021-12-05 13:44:21+00:00,miguel_j_cruz,0,269,RT @voguingbey: a beyoncé concert rn would cure my depression
884,2021-12-05 13:44:18+00:00,abdullalmubaraq,0,7575,RT @muftimenk: Don’t worry about what others have. Focus on what you have. That’s gratitude. It will pave the way for a calm heart. It unfo…
885,2021-12-05 13:44:17+00:00,rauwe_haring,0,0,"My #depression used to be at its lower level a few years ago, but I feel like I’m a lot better now. It might be sel… https://t.co/3elpaF5pkJ"
886,2021-12-05 13:44:17+00:00,sophsgarland,0,0,Severe depression this weekend and feeling so so lonely. Guess it’s time to rewatch Vikings ✨
887,2021-12-05 13:44:15+00:00,Xander_P,0,0,My depression and isolation are getting the better of me at the at the moment.  I'm staying away for awhile.
888,2021-12-05 13:44:11+00:00,t3rrencec,0,0,@liviesfanpage @groupiecIub @ZODl4C @PopCrave Do u think ur eating …. Ur not gonna win sir 😭 and she kinda does cau… https://t.co/aa7MBTBIHJ
889,2021-12-05 13:44:10+00:00,Kalingatv,1,0,"Cyclonic Storm ‘#JAWAD’: Deep depression weakens into depression, check latest updates

https://t.co/UeEZigb8uO"
